"","varname","label","val_labels"
"790","PP.ADHD.IMP","PAPA; ADHD; impairments"," "
"791","PP.ADHD.IMP.CAT","PAPA; ADHD; impairments; category"," "
"792","PP.ADHD.IMP.MI","PAPA; ADHD; impairments; number of missing values"," "
"793","PP.ADHD.IMP.SS","PAPA; ADHD; impairments; sum of scores"," "
"794","PP.ADHD.IMPstr","PAPA; ADHD; strong impairments"," "
"795","PP.ADHD.IMPwk","PAPA; ADHD; weak impairments"," "
"796","PP.ADHD.SC","PAPA; ADHD; count of non-zero scores; PAPA: Total number of present ADHD SYMPTOMs"," "
"797","PP.ADHD.SG","PAPA; ADHD; diagnostic sub groups","1 ADHD_IA; 2 ADHD_H; 3 ADHD_C; 4 no_ADHD"
"798","PP.ADHD.SG.ST","PAPA; ADHD; diagnostic sub groups; sub threshold","1 ADHD_subthr_IA; 2 ADHD_subthr_H; 3 ADHD_subthr_C; 4 no_ADHD_subthr"
"799","PP.ADHD.SG.ST_wi","PAPA; ADHD; diagnostic sub groups; sub threshold without impairment","1 ADHD_subthr_wi_IA; 2 ADHD_subthr_wi_H; 3 ADHD_subthr_wi_C; 4 no_ADHD_subthr_wi"
"800","PP.ADHD.SG.ST_woi","PAPA; ADHD; diagnostic sub groups; sub threshold without impairment","1 ADHD_subthr_woi_IA; 2 ADHD_subthr_woi_H; 3 ADHD_subthr_woi_C; 4 no_ADHD_subthr_woi"
"801","PP.ADHD.SS","PAPA; ADHD; sum of scores"," "
"802","PP.ANX.GR","PAPA; any anxiety; diagnostic groups","1 ANX_clinical; 2 ANX_subclin; 3 ANX_missimp; 4 no_ANX"
"803","PP.CD.GR","PAPA; conduct disorder; diagnostic groups","1 CD_clin; 2 CD_subclin; 3 CD_missimp; 4 no_CD"
"804","PP.CD.i1","PAPA; conduct disorder; item[Orig Label:  LYVER]","0 fraværende; 2 Har diktet opp historier for å oppnå noe eller for å slippe straff; 3 Løgner for å oppnå noe i minst 2 situasj uten at andre fikk problem; 9 S snakker ikke"
"805","PP.CD.i2","PAPA; conduct disorder; item 2","0 fraværende / Har ikke forekommet; 2 Erting forekommer i forbindelse med minst 2 aktiviteter / Har brukt trusler uten vold; 3 Erting i forbindelse med minst 2 akt - ofte til den andre gråter / Har brukt trusler med vold inkludert"
"806","PP.CD.i3","PAPA; conduct disorder; item[Orig Label:  ONDSINNET MOT DYR]","0 Har ikke skjedd; 2 Definitiv grusomhet uten åpenbar eller permanent skade på dyr; 3 Handlinger som resulterer i åpenbar eller permanent skade"
"807","PP.CD.i4","PAPA; conduct disorder; item[Orig Label:  SLEMONDSINNET  MOT MENNESKER]","0 fraværende; 2 Episoden resulterte ikke i fysisk skade for noen av partene; 3 Offeret fikk fysisk skade som resultat - f eks blått øye - kutt etc"
"808","PP.CD.i5","PAPA; conduct disorder; item[Orig Label:  STJELING]","0 fraværende; 2 Til stede; 3 Til stede og skjuler det som blir tatt"
"809","PP.CD.i6","PAPA; conduct disorder; item 6","0 fraværende / fraværende; 2 Slossing resulterte uten form for fysisk skade på noen av partene / Barnet har angrepet noen mer enn 2 ganger - uten fysisk skade; 3 Noen av de stridende fikk fysisk skade -barnet aktiv part i slossing / Barnet har angrepet mer enn 2 ganger - offeret fikk fysisk skade"
"810","PP.CD.i7","PAPA; conduct disorder; item[Orig Label:  ØDELEGGE EIENDELER]","0 fraværende; 2 Handlinger som ikke ødelegger objektets funksjon-skrive på vegg feks; 3 Andre handlinger som involverer skade eller ødeleggelse av eiendom"
"811","PP.CD.i8","PAPA; conduct disorder; item[Orig Label:  LEK MED ILD OG ILDSPÅSETTING]","0 fraværende; 1 Leker med fysrtikker eller lighter uten tilsyn men ikke påsatt brann; 2 Har påsatt ukontrollert brann med vilje men UTEN intensjon om skade; 3 Har påsatt ukontrollert brann med vilje - MED intensjon om å skade"
"812","PP.CD.IMP","PAPA; conduct disorder; impairments"," "
"813","PP.CD.IMP.CAT","PAPA; conduct disorder; impairments; category"," "
"814","PP.CD.IMP.MI","PAPA; conduct disorder; impairments; number of missing values"," "
"815","PP.CD.IMP.SS","PAPA; conduct disorder; impairments; sum of scores"," "
"816","PP.CD.IMPstr","PAPA; conduct disorder; strong impairments"," "
"817","PP.CD.IMPwk","PAPA; conduct disorder; weak impairments"," "
"818","PP.CD.SC","PAPA; conduct disorder; count of non-zero scores"," "
"819","PP.CD.SS","PAPA; conduct disorder; sum of scores"," "
"820","PP.CD.SY.MI","PAPA; conduct disorder; symptom; number of missing values"," "
"821","PP.CSR.COMM.i1","PAPA; Communication, social behavior, and regulation; communication; item[Orig Label:  Delayed or reduced speach]","0 Til stede eller ikke aktuelt; 2 Delvis fraværende; 3 Fraværende"
"822","PP.CSR.COMM.i2","PAPA; Communication, social behavior, and regulation; communication; item[Orig Label:  Stereotyic and repetetive speach]","0 fraværende; 2 Delvis tilstede; 3 Til stede"
"823","PP.CSR.COMM.i3","PAPA; Communication, social behavior, and regulation; communication; item[Orig Label:  Weak ability to initiate or maintainconversation]","0 Til stede eller ikke aktuelt; 2 Delvis fraværende; 3 Fraværende"
"824","PP.CSR.COMM.i4","PAPA; Communication, social behavior, and regulation; communication; item[Orig Label:  Lack of varied, spontaneous as-about play or social imitative play]","0 fraværende; 2 Fikserte mønstre som forandres lite"
"825","PP.CSR.COMM.SS","PAPA; Communication, social behavior, and regulation; communication; sum of scores"," "
"826","PP.CSR.REP.i1","PAPA; Communication, social behavior, and regulation; repetetive behavior; item[Orig Label:  over-preoccupation with parts of objects]","0 fraværende; 2 Til stede"
"827","PP.CSR.REP.i2","PAPA; Communication, social behavior, and regulation; repetetive behavior; item[Orig Label:  Comprehensive preoccupation with stereotyped and narrow interests]","0 Ikke overopptatt av objekt eller aktivitet eller samtaleemne; 2 Overopptatt - forstyrrer minst 2 aktiviteter; 3 Overopptatt - forstyrrer nesten all aktivitet"
"828","PP.CSR.REP.i3","PAPA; Communication, social behavior, and regulation; repetetive behavior; item[Orig Label:  Compulsive concerned specific, nonfunctional routines or rituals]","0 fraværende; 2 Tilstede"
"829","PP.CSR.REP.i4","PAPA; Communication, social behavior, and regulation; repetetive behavior; item[Orig Label:  Stereotyped and repetitive motion mannerisms]","0 fraværende; 2 Til stede"
"830","PP.CSR.REP.SS","PAPA; Communication, social behavior, and regulation; repetetive behavior; sum of scores"," "
"831","PP.CSR.SOC.i1","PAPA; Communication, social behavior, and regulation; social play; item[Orig Label:  Shortcoming in the use of nonverbal behavior]","0 Til stede eller ikke aktuelt; 2 Delvis fraværende; 3 Fraværende"
"832","PP.CSR.SOC.i2","PAPA; Communication, social behavior, and regulation; social play; item[Orig Label:  Lack of social or emotional reciprocity]","0 Til stede eller ikke aktuelt; 2 Delvis fraværende; 3 Fraværende"
"833","PP.CSR.SOC.i3","PAPA; Communication, social behavior, and regulation; social play; item[Orig Label:  Lack of spontaneous seeking to share enjoyment, interests and coping]","0 Til stede eller ikke aktuelt; 2 Delvis fraværende; 3 Fraværende"
"834","PP.CSR.SOC.i4","PAPA; Communication, social behavior, and regulation; social play; item[Orig Label:  Weak ability to form friendships with peers]","0 fraværende; 2 Vansker med å få eller holde på venner - men har el har hatt én venn; 3 Som 2 - men har ingen venner og har aldri hatt en egentlig venn"
"835","PP.CSR.SOC.SS","PAPA; Communication, social behavior, and regulation; social play; sum of scores"," "
"836","PP.DBD.GR","PAPA; disruptive behavior disorders; diagnostic groups","1 DBD_clin; 2 DBD_subclin; 3 DBD_missimp; 4 no_DBD"
"837","PP.DIA.ADHD.A","PAPA; Conclusion: Diagnosis; ADHD; inattentive type","1 Non_symptomatic; 2 insufficent_information; 3 subthreshold_symptoms; 4 clinical_diagnosis; 5 situational_ADHD"
"838","PP.DIA.ADHD.any_ADHD","PAPA; Conclusion: Diagnosis; ADHD; any_ADHD","1 Non_symptomatic; 2 insufficent_information; 3 subthreshold_symptoms; 4 clinical_diagnosis; 5 situational_ADHD"
"839","PP.DIA.ADHD.C","PAPA; Conclusion: Diagnosis; ADHD; combined type","1 Non_symptomatic; 2 insufficent_information; 3 subthreshold_symptoms; 4 clinical_diagnosis; 5 situational_ADHD"
"840","PP.DIA.ADHD.HI","PAPA; Conclusion: Diagnosis; ADHD; hyperactivity and impulsivity","1 Non_symptomatic; 2 insufficent_information; 3 subthreshold_symptoms; 4 clinical_diagnosis; 5 situational_ADHD"
"841","PP.DIA.AdptDis","PAPA; Conclusion: Diagnosis; Adaptation disoder","1 Non_symptomatic; 2 insufficent_information; 3 subthreshold_symptoms; 4 clinical_diagnosis; 5 situational_ADHD"
"842","PP.DIA.AttHyp","PAPA; Conclusion: Diagnosis; Attention-problems and Hyperactivity","1 Non_symptomatic; 2 insufficent_information; 3 subthreshold_symptoms; 4 clinical_diagnosis; 5 situational_ADHD"
"843","PP.DIA.Autism","PAPA; Conclusion: Diagnosis; Autism","1 Non_symptomatic; 2 insufficent_information; 3 subthreshold_symptoms; 4 clinical_diagnosis; 5 situational_ADHD"
"844","PP.DIA.CD","PAPA; Conclusion: Diagnosis; conduct disorder","1 Non_symptomatic; 2 insufficent_information; 3 subthreshold_symptoms; 4 clinical_diagnosis; 5 situational_ADHD"
"845","PP.DIA.ChronTic","PAPA; Conclusion: Diagnosis; Chronic motor/vocal tics","1 Non_symptomatic; 2 insufficent_information; 3 subthreshold_symptoms; 4 clinical_diagnosis; 5 situational_ADHD"
"846","PP.DIA.DevRet","PAPA; Conclusion: Diagnosis; Severe developmental retardation/disorder","1 Non_symptomatic; 2 insufficent_information; 3 subthreshold_symptoms; 4 clinical_diagnosis; 5 situational_ADHD"
"847","PP.DIA.ExpSpeach","PAPA; Conclusion: Diagnosis; Expressive speach problems","1 Non_symptomatic; 2 insufficent_information; 3 subthreshold_symptoms; 4 clinical_diagnosis; 5 situational_ADHD"
"848","PP.DIA.ExReSpeach","PAPA; Conclusion: Diagnosis; Combined expressive and receptive speach problems","1 Non_symptomatic; 2 insufficent_information; 3 subthreshold_symptoms; 4 clinical_diagnosis; 5 situational_ADHD"
"849","PP.DIA.GenAnx","PAPA; Conclusion: Diagnosis; Generalized anxiety","1 Non_symptomatic; 2 insufficent_information; 3 subthreshold_symptoms; 4 clinical_diagnosis; 5 situational_ADHD"
"850","PP.DIA.Motor","PAPA; Conclusion: Diagnosis; Motorkoordination problems","1 Non_symptomatic; 2 insufficent_information; 3 subthreshold_symptoms; 4 clinical_diagnosis; 5 situational_ADHD"
"851","PP.DIA.NeuroPsych","PAPA; Conclusion: Diagnosis; Neuropsychological evaluation","1 Non_symptomatic; 2 insufficent_information; 3 subthreshold_symptoms; 4 clinical_diagnosis; 5 situational_ADHD"
"852","PP.DIA.ODD","PAPA; Conclusion: Diagnosis; oppositional defient disorder","1 Non_symptomatic; 2 insufficent_information; 3 subthreshold_symptoms; 4 clinical_diagnosis; 5 situational_ADHD"
"853","PP.DIA.PhonSpeach","PAPA; Conclusion: Diagnosis; Phonological speach problems","1 Non_symptomatic; 2 insufficent_information; 3 subthreshold_symptoms; 4 clinical_diagnosis; 5 situational_ADHD"
"854","PP.DIA.PTSD","PAPA; Conclusion: Diagnosis; PTSD","1 Non_symptomatic; 2 insufficent_information; 3 subthreshold_symptoms; 4 clinical_diagnosis; 5 situational_ADHD"
"855","PP.DIA.SelMut","PAPA; Conclusion: Diagnosis; Selective mutism","1 Non_symptomatic; 2 insufficent_information; 3 subthreshold_symptoms; 4 clinical_diagnosis; 5 situational_ADHD"
"856","PP.DIA.SepAnx","PAPA; Conclusion: Diagnosis; Separation anxiety","1 Non_symptomatic; 2 insufficent_information; 3 subthreshold_symptoms; 4 clinical_diagnosis; 5 situational_ADHD"
"857","PP.DIA.SocPhob","PAPA; Conclusion: Diagnosis; Social phobia","1 Non_symptomatic; 2 insufficent_information; 3 subthreshold_symptoms; 4 clinical_diagnosis; 5 situational_ADHD"
"858","PP.DIA.SpecPhob","PAPA; Conclusion: Diagnosis; Specific phobia","1 Non_symptomatic; 2 insufficent_information; 3 subthreshold_symptoms; 4 clinical_diagnosis; 5 situational_ADHD"
"859","PP.DIA.Toure","PAPA; Conclusion: Diagnosis; Tourette syndrome","1 Non_symptomatic; 2 insufficent_information; 3 subthreshold_symptoms; 4 clinical_diagnosis; 5 situational_ADHD"
"860","PP.DIA.TransTic","PAPA; Conclusion: Diagnosis; Transient tics","1 Non_symptomatic; 2 insufficent_information; 3 subthreshold_symptoms; 4 clinical_diagnosis; 5 situational_ADHD"
"861","PP.DIAG.GR","PAPA; diagnostic; diagnostic groups","1 ADHD_only; 2 ADHD_w_COMROB; 3 OTHER_only; 4 no_Diagnosis"
"862","PP.DIF.Attachm","PAPA; Conclusion: Difficulties; Attachement problems","1 No_difficulties; 2 Difficulties_present_without_impact; 3 Difficulties_present_with_impact"
"863","PP.DIF.Compuls","PAPA; Conclusion: Difficulties; Compulsive behaviors","1 No_difficulties; 2 Difficulties_present_without_impact; 3 Difficulties_present_with_impact"
"864","PP.DIF.Exhaust","PAPA; Conclusion: Difficulties; Unusul sleeping during the day with, exhausted","1 No_difficulties; 2 Difficulties_present_without_impact; 3 Difficulties_present_with_impact"
"865","PP.DIF.Nighm","PAPA; Conclusion: Difficulties; Nightmares","1 No_difficulties; 2 Difficulties_present_without_impact; 3 Difficulties_present_with_impact"
"866","PP.DIF.Nightsc","PAPA; Conclusion: Difficulties; Nightscares","1 No_difficulties; 2 Difficulties_present_without_impact; 3 Difficulties_present_with_impact"
"867","PP.DIF.RegEat","PAPA; Conclusion: Difficulties; Regulation difficultiesEating","1 No_difficulties; 2 Difficulties_present_without_impact; 3 Difficulties_present_with_impact"
"868","PP.DIF.RegMood","PAPA; Conclusion: Difficulties; Regulation difficultiesMood","1 No_difficulties; 2 Difficulties_present_without_impact; 3 Difficulties_present_with_impact"
"869","PP.DIF.RegSens","PAPA; Conclusion: Difficulties; Regulation difficultiesSensorik","1 No_difficulties; 2 Difficulties_present_without_impact; 3 Difficulties_present_with_impact"
"870","PP.DIF.SadDep","PAPA; Conclusion: Difficulties; Sadness (depression)","1 No_difficulties; 2 Difficulties_present_without_impact; 3 Difficulties_present_with_impact"
"871","PP.DIF.Sleep","PAPA; Conclusion: Difficulties; Problems falling to sleep","1 No_difficulties; 2 Difficulties_present_without_impact; 3 Difficulties_present_with_impact"
"872","PP.DIF.SleepL","PAPA; Conclusion: Difficulties; Sleeps to little","1 No_difficulties; 2 Difficulties_present_without_impact; 3 Difficulties_present_with_impact"
"873","PP.DIF.SleepM","PAPA; Conclusion: Difficulties; Sleeps to much","1 No_difficulties; 2 Difficulties_present_without_impact; 3 Difficulties_present_with_impact"
"874","PP.DIF.Somn","PAPA; Conclusion: Difficulties; Somnambulism","1 No_difficulties; 2 Difficulties_present_without_impact; 3 Difficulties_present_with_impact"
"875","PP.EH.i1","PAPA; Eating habits; item[Orig Label:  SPISER FOR LITELITE UTTRYKK FOR SULT]","0 Ikke et problem; 2 Sier fra når sulten men spiser vanligvis lite; 3 Gir ikke uttrykk for sult og spiser lite - blir sliten og vanskelig"
"876","PP.EH.i2","PAPA; Eating habits; item[Orig Label:  REGULERING AV MATINNTAK]","0 Ikke et problem - sier fra når mett; 2 Noen ganger problem -kan overspise; 3 Stopper ikke selv-overspiser vanligvis"
"877","PP.EH.i3","PAPA; Eating habits; item[Orig Label:  SELEKTIV eller KRESENMATVEIEN]","0 Lite kresen og villig til å smake på nye typer mat; 2 Selektiv i matveien - noe begrenset hva barnet vil spise; 3 Ekstremt kresen - medfører problemer med å lage felles måltider"
"878","PP.EH.i4","PAPA; Eating habits; item[Orig Label:  VEKTTAP eller MANGLENDE ØKNING]","0 Nei; 1 Ja"
"879","PP.EH.SS","PAPA; Eating habits; sum of scores"," "
"880","PP.EMO.GR","PAPA; affective disorder; diagnostic groups","1 EMOT_DYSREG_wimp; 2 EMOT_DYSREG_woimp; 4 EMOT_DYSREG_PROBL"
"881","PP.ER.i1.tmp","PAPA; Emotion regulation; item 1; tmp"," "
"882","PP.ER.i1.x","PAPA; Emotion regulation; item 1;[Orig Label:  SPONTANT HEVET STEMNINGSLEIE]","0 Nei; 2 Ja - i fravær av positive hendelser"
"883","PP.ER.i1.y","PAPA; Emotion regulation; item 1;[Orig Label:  SPONTANT HEVET STEMNINGSLEIE]","0 Nei; 2 Ja - i fravær av positive hendelser"
"884","PP.ER.i2.tmp","PAPA; Emotion regulation; item 2; tmp"," "
"885","PP.ER.i2.x","PAPA; Emotion regulation; item 2;[Orig Label:  PLUTSELIGE ENDRINGERAFFEKT]","0 Nei; 2 Ja"
"886","PP.ER.i2.y","PAPA; Emotion regulation; item 2;[Orig Label:  PLUTSELIGE ENDRINGERAFFEKT]","0 Nei; 2 Ja"
"887","PP.ER.i3.tmp","PAPA; Emotion regulation; item 3; tmp"," "
"888","PP.ER.i3.x","PAPA; Emotion regulation; item 3;[Orig Label:  UVANLIG ENERGISK]","0 Nei; 2 Har vedvarende dager med økt energi"
"889","PP.ER.i3.y","PAPA; Emotion regulation; item 3;[Orig Label:  UVANLIG ENERGISK]","0 Nei; 2 Har vedvarende dager med økt energi"
"890","PP.ER.i4.tmp","PAPA; Emotion regulation; item 4; tmp"," "
"891","PP.ER.i4.x","PAPA; Emotion regulation; item 4;[Orig Label:  VANSKER MED OVERGANGER]","0 Nei; 2 Generelt vansker med overganger men ok hvis varsel gis på forhånd; 3 Vansker med overganger også når varsel om endring gis på forhånd"
"892","PP.ER.i4.y","PAPA; Emotion regulation; item 4;[Orig Label:  VANSKER MED OVERGANGER]","0 Nei; 2 Generelt vansker med overganger men ok hvis varsel gis på forhånd; 3 Vansker med overganger også når varsel om endring gis på forhånd"
"893","PP.ER.i5.tmp","PAPA; Emotion regulation; item 5; tmp"," "
"894","PP.ER.i5.x","PAPA; Emotion regulation; item 5;[Orig Label:  VANSKER MEDTA SEG INN FØLELSESMESSIG]","0 I stand til å gjenopprette emosjonell likevekt; 2 Noen vansker med å gjenoppr hvis opprørt når trøtt-sulten-stresset; 3 Vansker med å gjennopprette mesteparten av tiden når emo opprørt"
"895","PP.ER.i5.y","PAPA; Emotion regulation; item 5;[Orig Label:  VANSKER MEDTA SEG INN FØLELSESMESSIG]","0 I stand til å gjenopprette emosjonell likevekt; 2 Noen vansker med å gjenoppr hvis opprørt når trøtt-sulten-stresset; 3 Vansker med å gjennopprette mesteparten av tiden når emo opprørt"
"896","PP.GEA.GR","PAPA; generalized anxiety; diagnostic groups","1 SEA_clinical; 2 SEA_subclinical; 3 SEA_noimp; 4 no_SEA"
"897","PP.GEA.i1","PAPA; generalized anxiety; item[Orig Label:  SKVETTEN]","0 fraværende; 2 Blir overdrevent forskrekket eller skvetten for det minste"
"898","PP.GEA.i2","PAPA; generalized anxiety; item[Orig Label:  KONSENTRASJONSPROBL. NÅR ENGSTELIG/BEKYM]","0 fraværende; 2 Konsentrasjonsproblemer nok til å forstyrrer aktiviteter"
"899","PP.GEA.i3","PAPA; generalized anxiety; item[Orig Label:  LETT TRETTBAR NÅR ENGSTELIG/BEKYMRET]","0 fraværende; 2 Føler seg fort trøtt og sliten men fortsetter med aktivteten; 3 Trøttheten fører til redusert ytelse i det barnet holder på med"
"900","PP.GEA.i4","PAPA; generalized anxiety; item[Orig Label:  OVERDREVET BEHOV FORSIKRING]","0 fraværende; 2 Søker forsikring men ikke så mye at det forstyrrer sosial diskurs; 3 Søker forsikring slik at d forstyrrer sosial diskurs med minst 1pers"
"901","PP.GEA.IMP","PAPA; generalized anxiety; impairments"," "
"902","PP.GEA.IMP.CAT","PAPA; generalized anxiety; impairments; category"," "
"903","PP.GEA.IMP.MI","PAPA; generalized anxiety; impairments; number of missing values"," "
"904","PP.GEA.IMP.SS","PAPA; generalized anxiety; impairments; sum of scores"," "
"905","PP.GEA.IMPstr","PAPA; generalized anxiety; strong impairments"," "
